,FootNote,FMP,Common.Name,Species.Name,Author,Title,Journal,Volume,Number,Pages,Year,URL,Editors,Publisher
839,3,Shrimp,White Shrimp ,Penaeus setiferus,NOAA,Gulf of Mexico coastal and ocean zones strategic assessment: Data Atlas,"NOAA, Strategic Assessment Branch of National Ocean Service and Southeast Fisheries Center of the National Marine Fisheries Service",.,.,.,1985,.,.,.
840,4,Shrimp,White Shrimp ,Penaeus setiferus,"Anderson, W. W., J. E. King, and M. J. Lindner","Early stages in the life history of the common marine shrimp, Penaeus setiferus (Linnaeus)",Biological Bulletin,96,2,168--172,1949,https://www.jstor.org/stable/1538198?seq=1#page_scan_tab_contents,.,.
841,5,Shrimp,White Shrimp ,Penaeus setiferus,"Turner, R. E. and M. S. Brody",Habitat suitability index models: northern Gulf of Mexico brown shrimp and white shrimp,U.S. Fish and Wildlife Service,FWS/OBS-82/10.54,.,24 pp,1983,http://www.motherjones.com/files/Source_List_62_hsi-054.pdf,.,.
842,6,Shrimp,White Shrimp ,Penaeus setiferus,"Cook, H. L. and M. A. Murphy",The culture of larval penaeid shrimp,Transactions of the American Fisheries Society,98,4,751--754,1969,http://www.tandfonline.com/doi/abs/10.1577/1548-8659%281969%2998%5B751%3ATCOLPS%5D2.0.CO%3B2?journalCode=utaf20,.,.
843,7,Shrimp,White Shrimp ,Penaeus setiferus,"Kneib, R. T",Behaviour separates potential and realized effects of decapod crustaceans in salt marsh communities,Journal of Experimental Marine Biology and Ecology,193,1,239--256,1995,http://www.sciencedirect.com/science/article/pii/0022098195001204,.,.
844,8,Shrimp,White Shrimp ,Penaeus setiferus,"Williams, A. B",Substrates as a factor in shrimp distribution,Limnology and Oceanography,3,3,283--290,1958,http://tubc.aslo.net/lo/toc/vol_3/issue_3/0283.pdf,.,.
845,9,Shrimp,White Shrimp ,Penaeus setiferus,"Williams, A. B",A contribution to the life histories of commercial shrimps (Penaeidae) in North Carolina,Bulletin of Marine Science,5,2,116--146,1955,http://www.ingentaconnect.com/content/umrsmas/bullmar/1955/00000005/00000002/art00002,.,.
846,10,Shrimp,White Shrimp ,Penaeus setiferus,"Gunter, G. and H. H. Hildebrand","Destruction of fishes and other organisms on the south Texas coast by the cold wave of January 28-February 3, 1951",Ecology,32,4,731--736,1951,http://onlinelibrary.wiley.com/doi/10.2307/1932740/full,.,.
847,11,Shrimp,White Shrimp ,Penaeus setiferus,"Aldrich, D. V., C. E. Wood and K. N. Baxter",An ecological interpretation of low temperature responses in Penaeus aztecus and P. setiferus postlarvae,Bulletin of Marine Science,18,1,61--71,1968,http://www.ingentaconnect.com/content/umrsmas/bullmar/1968/00000018/00000001/art00003,.,.
848,12,Shrimp,White Shrimp ,Penaeus setiferus,"Renfro, W. C. and H. A. Brusher","Seasonal abundance, size distribution, and spawning of three shrimps (Penaeus aztecus, P. setiferus, and P. duorarum) in the northwestern Gulf of Mexico, 1961-1962",NOAA Technical Memorandum,NMFS-SEFC-94,.,24 pp,1982,.,.,.
849,13,Shrimp,White Shrimp ,Penaeus setiferus,"Baxter, K. N. and S. L. Hollaway","A summary of results of Louisiana white shrimp tagging experiments, 1977",NOAA Technical Memorandum,NMFS-SEFC-72,.,112 pp,1981,.,.,.
850,14,Shrimp,White Shrimp ,Penaeus setiferus,"Mock, C. R",Natural and altered estuarine habitats of penaeid shrimp,Proceedings of the 19th Gulf and Caribbean Fisheries Institute,19,.,86--98,1967,http://aquaticcommons.org/12264/1/gcfi_19-15.pdf,.,.
851,15,Shrimp,White Shrimp ,Penaeus setiferus,"Minello, T. J. and R. J. Zimmerman","Differential selection for vegetative structure between juvenile brown shrimp (Penaeus aztecus) and white shrimp (P. setiferus), and implications in predator-prey relationships","Estuarine, Coastal and Shelf Science",20,6,707--716,1985,http://www.sciencedirect.com/science/article/pii/0272771485900277,.,.
852,16,Shrimp,White Shrimp ,Penaeus setiferus,"Williams, A. B","Shrimps, lobsters, and crabs of the Atlantic coast of the eastern United States, Maine to Florida",.,.,.,550 pp,1984,https://decapoda.nhm.org/pdfs/11393/11393-001.pdf,.,"Smithsonian Institute Press, Washington, DC"
853,17,Shrimp,White Shrimp ,Penaeus setiferus,"Franks, J. S., J. Y. Christmas, W. L. Siler, R. Combs, R. Waller, and C. Burns","A study of nektonic and benthic faunas of the shallow Gulf of Mexico off the state of Mississippi as related to some physical, chemical, and geological factors",Gulf and Caribbean Research Report,4,.,1--148,1972,.,.,.
854,18,Shrimp,White Shrimp ,Penaeus setiferus,"Czapla, T. E., M. E. Pattillo, D. M. Nelson and M. E. Monaco",Distribution and abundance of fishes and invertebrates in central Gulf of Mexico estuaries,"ELMR Report #7, NOAA/NOS Strategic Environmental Assessments Division, Rockville, MD ",.,.,82 pp,1991,.,.,.
855,19,Shrimp,White Shrimp ,Penaeus setiferus,"Giles, J. H. and G. Zamora",Cover as a factor in habitat selection by juvenile brown (Penaeus aztecus) and white (P. setiferus) shrimp,Transactions of the American Fisheries Society,102,1,144-145,1973,http://www.tandfonline.com/doi/abs/10.1577/1548-8659(1973)102%3C144%3ACAAFIH%3E2.0.CO%3B2,.,.
856,20,Shrimp,White Shrimp ,Penaeus setiferus,"Mayer, M. A","Ecology of juvenile white shrimp, Penaeus setiferus Linnaeus, in the salt marsh habitat","M.S. thesis. Georgia Institute of Technology, Atlanta, GA",.,.,62 pp,1985,https://www.researchgate.net/publication/27540428_Ecology_of_juvenile_white_shrimp_Penaeus_setiferus_Linnaeus_in_the_salt_marsh_habitat,.,.
857,21,Shrimp,White Shrimp ,Penaeus setiferus,"McTigue, T. A",Trophic roles of juvenile Penaeus aztecus Ives and Penaeus setiferus (Linnaeus) in a Texas salt Marsh,"Ph.D dissertation. Texas A&M University, College Station TX",.,.,102 pp,1993,.,.,.
858,22,Shrimp,White Shrimp ,Penaeus setiferus,"McTigue, T. A. and R. J. Zimmerman",Carnivory vs. herbivory in juvenile Penaeus setiferus (Linnaeus) and Penaeus aztecus (Ives),Journal of Experimental Marine Biology and Ecology,151,1,1--16,1991,http://www.sciencedirect.com/science/article/pii/002209819190011K,.,.
859,23,Shrimp,White Shrimp ,Penaeus setiferus,"Baltz, D. M., C. Rakocinski and J. W. Fleeger",Microhabitat use by marsh-edge fishes in a Louisiana estuary,Environmental Biology of Fishes,36,2,109--126,1993,http://link.springer.com/article/10.1007/BF00002790,.,.
860,24,Shrimp,White Shrimp ,Penaeus setiferus,"Pearson, J. C","The early life histories of some American Penaeidae, chiefly the commercial shrimp Penaeus setiferus (Linn.)",U.S. Bureau of Fisheries Bulletin,49,.,1--73,1939,.,.,.
861,25,Shrimp,White Shrimp ,Penaeus setiferus,"Temple, R. F. and C. C. Fischer","Seasonal distribution and relative abundance of planktonic stage shrimp (Penaeus spp.) in the Northwestern Gulf of Mexico, 1961.",Fishery Bulletin,66,.,323--334,1967,http://repositories.tdl.org/tamug-ir/handle/1969.3/20295,.,.
862,26,Shrimp,White Shrimp ,Penaeus setiferus,"Klima, E. F., K. N. Baxter and F. J. Patella",A review of the offshore shrimp fishery and the 1981 Texas closure,Marine Fisheries Review,44,.,16--30,1982,http://repositories.tdl.org/tamug-ir/handle/1969.3/21191,.,.
863,27,Shrimp,White Shrimp ,Penaeus setiferus,"Rothschild, B. J. and S. L. Brunenmeister",The dynamics and management of shrimp in the northern Gulf of Mexico.,In: Penaeid shrimps: their biology and management. Shrimp fisheries,.,.,145--172,1984,.,J. A. Gulland and B. J. Rothschild (eds.),"Fishing New Books, Ltd, Great Britain"
864,28,Shrimp,White Shrimp ,Penaeus setiferus,"Rakocinski, C. F., D. M. Baltz and J. W. Fleeger",Correspondence between environmental gradients and the community structure of marsh-edge fishes in a Louisiana estuary,Marine Ecology Progress Series,80,.,135--148,1992,https://www.researchgate.net/profile/Chet_Rakocinski/publication/250215388_Correspondence_between_environmental_gradients_and_the_community_structure_of_marsh-edge_fishes_in_a_Louisiana_estuary/links/00463521cca9605822000000.pdf,.,.
865,29,Shrimp,White Shrimp ,Penaeus setiferus,"Peterson, G. W. and R. E. Turner",The value of salt marsh edge vs interior as a habitat for fish and decapod crustaceans in a Louisiana tidal marsh,Estuaries,17,1,235--262,1994,http://link.springer.com/article/10.2307/1352573,.,.
866,30,Shrimp,White Shrimp ,Penaeus setiferus,"Minello, T. J. and J. W. Webb, Jr","Use of natural and created Spartina alterniflora salt marshes by fishery species and other aquatic fauna in Galveston Bay, Texas, USA",Marine Ecology Progress Series,151,.,165--179,1997,http://www.int-res.com/abstracts/meps/v151/p165-179/,.,.
867,31,Shrimp,White Shrimp ,Penaeus setiferus,"Minello, T. J., R. J. Zimmerman and R. Medina",The importance of edge for natant macrofauna in a created salt marsh,Wetlands,14,3,184--198,1994,http://link.springer.com/article/10.1007/BF03160655,.,.
868,32,Shrimp,White Shrimp ,Penaeus setiferus,"Minello, T. J",Chronographic tethering: a technique for measuring prey survival time and testing predation pressure in aquatic habitats,Marine Ecology Progress Series,101,.,99--104,1993,http://www.int-res.com/articles/meps/101/m101p099.pdf,.,.
869,33,Shrimp,White Shrimp ,Penaeus setiferus,"Minello, T. J. and T. J. Zimmerman",The role of estuarine habitats in regulating growth and survival of juvenile penaeid shrimp,In: Frontiers in Shrimp Research,.,.,1--16,1991,http://repositories.tdl.org/tamug-ir/handle/1969.3/22321,"P. DeLoach, W. J. Dougherty and M. A. Davidson (eds.)","Elsevier Scientific Publisher, Amsterdam"
870,34,Shrimp,White Shrimp ,Penaeus setiferus,"Gunter, G",Habitat of juvenile shrimp (Family Penaeidae),Ecology,42,3,598--600,1961,https://www.jstor.org/stable/1932255?seq=1#page_scan_tab_contents,.,.
871,35,Shrimp,White Shrimp ,Penaeus setiferus,"Joyce, E. A., Jr",The commercial shrimps of the northeast coast of Florida,"Florida Board of Conservation, Marine Research Laboratory Paper Series",6,.,224 pp,1965,.,.,.
872,36,Shrimp,White Shrimp ,Penaeus setiferus,"Kutkuhn, J. H","Gulf of Mexico commercial shrimp populations--trends and characteristics, 1956-59",Fishery Bulletin,62,.,343--402,1962,.,.,.
873,37,Shrimp,White Shrimp ,Penaeus setiferus,"Gunter, G","Death of fishes due to cold on the Texas coast, January, 1940",Ecology,22,2,203--208,1941,http://www.jstor.org/stable/1932218?origin=crossref&seq=1#page_scan_tab_contents,.,.
874,38,Shrimp,White Shrimp ,Penaeus setiferus,"Sheridan, P. F., D. L. Trimm and B. M. Baker",Reproduction and food habits of seven species of northern Gulf of Mexico fishes.,Contributions in Marine Science,27,.,175--204,1984,.,.,.
875,39,Shrimp,White Shrimp ,Penaeus setiferus,"Sheridan, P. F., J. A. Browder and J. E. Powers",Ecological interactions between penaeid shrimp and bottomfish assemblages.,In: Penaeid shrimps: their biology and management. 1. Shrimp Fisheries,.,.,235--254,1984,.,J. A. Gulland and B. J. Rothschild (eds.),"Fishing News Books, Ltd., Great Britain"
876,40,Shrimp,White Shrimp ,Penaeus setiferus,"Sheridan, P. F. and D. L. Trimm",Summer foods of Texas coastal fishes relative to age and habitat,Fishery Bulletin,81,.,643--647,1983,.,.,.
877,41,Shrimp,White Shrimp ,Penaeus setiferus,"Rulifson, R. A",Substrate preferences of juvenile penaeid shrimps in estuarine habitats,Contributions in Marine Science,24,.,35--52,1981,https://www.researchgate.net/profile/Roger_Rulifson/publication/259562301_Rulifson_R.A._1981._Substrate_preferences_of_juvenile_penaeid_shrimps_in_estuarine_habitats._Contributions_in_Marine_Science_2435-52/links/00b7d53c933dea0b3e000000.pdf,.,.
878,42,Shrimp,White Shrimp ,Penaeus setiferus,"Rozas, L. P. and T. J. Minello","Nekton use of salt marsh, seagrass, and nonvegetated habitats in a south Texas (USA) estuary",Bulletin of Marine Science,63,3,481--501,1998,http://www.ingentaconnect.com/content/umrsmas/bullmar/1998/00000063/00000003/art00003,.,.
879,43,Shrimp,White Shrimp ,Penaeus setiferus,"Rozas, L. P",Hydroperiod and its influence on nekton use of the salt marsh: a pulsing ecosystem,Estuaries,18,4,579--590,1995,https://www.jstor.org/stable/1352378?seq=1#page_scan_tab_contents,.,.
880,44,Shrimp,White Shrimp ,Penaeus setiferus,"Rozas, L. P., R. J. Zimmerman, F. R. Burditt, M. C. Pattillo and T. J. Baumer","Development of design criteria and parameters for constructing ecologically functional marshes in Galveston Bay, Texas","Final Report to the Port of Houston Authority. Galveston Laboratory, National Marine Fisheries Service",.,.,148 pp,1995,.,.,.
881,45,Shrimp,White Shrimp ,Penaeus setiferus,"Rozas, L. P. and D. J. Reed",Nekton use of marsh-surface habitats in Louisiana (USA) deltaic salt marshes undergoing submergence,Marine Ecology Progress Series,96,.,147--157,1993,http://www.int-res.com/articles/meps/96/m096p147.pdf,.,.
882,46,Shrimp,White Shrimp ,Penaeus setiferus,"Rozas, L. P",Nekton use of salt marshes of the southeast region of the United States,In: Proceedings of the 8th Symposium on Coastal and Ocean Management,.,.,528--537,1993,http://cedb.asce.org/CEDBsearch/record.jsp?dockey=0082767,"O. T. Magoon, W. S. Wilson, H. Converse and L. T. Tobin (eds.)","American Society of Civil Engineers, New York"
883,47,Shrimp,White Shrimp ,Penaeus setiferus,"Lindner, M. J. and W. W. Anderson","Growth, migrations, spawning and size distribution of shrimp Penaeus setiferus",Fishery Bulletin,56,.,554--645,1956,.,.,.
884,48,Shrimp,White Shrimp ,Penaeus setiferus,"Turner, R. E. and D. F. Boesch",Aquatic animal production and wetland relationships: insights gleaned following wetland loss or gain,In: The ecology and management of wetlands,.,.,25--39,1988,http://link.springer.com/chapter/10.1007/978-1-4684-8378-9_3#page-1,D. D. Hook (ed.),"Timber Press, Portland OR"
885,49,Shrimp,White Shrimp ,Penaeus setiferus,"Turner, R. E",Intertidal vegetation and commercial yields of penaeid shrimp,Transactions of the American Fisheries Society,106,5,411--416,1977,http://www.tandfonline.com/doi/abs/10.1577/1548-8659(1977)106%3C411%3AIVACYO%3E2.0.CO%3B2,.,.
886,50,Shrimp,White Shrimp ,Penaeus setiferus,"Trent, L., E. J. Pullen and R. Procter","Abundance of macrocrustaceans in a natural marsh and a marsh altered by dredging, bulkheading, and filling",Fishery Bulletin,74,1,195--200,1976,http://fishbull.noaa.gov/74-1/trent.pdf,.,.
887,51,Shrimp,White Shrimp ,Penaeus setiferus,"Boesch, D. F. and R. E. Turner",Dependence of fishery species on salt marshes: the role of food and refuge,Estuaries,7,4,460--468,1984,http://link.springer.com/article/10.2307/1351627,.,.
888,52,Shrimp,White Shrimp ,Penaeus setiferus,"Lindner, M. J. and H. L. Cook",Synopsis of biological data on the white shrimp Penaeus setiferus (Linnaeus) 1767,FAO Fisheries Report,4,.,1439--1469,1965,http://www.fao.org/docrep/017/ap908e/ap908e.pdf,.,.
889,53,Shrimp,White Shrimp ,Penaeus setiferus,"Lunz, G. R",Pond cultivation of shrimp in South Carolina,Proceedings of the 10th Gulf and Caribbean Fisheries Institute,10,.,44--48,1957,http://aquaticcommons.org/11687/,.,.
890,54,Shrimp,White Shrimp ,Penaeus setiferus,"Zimmerman, T. J., T. J. Minello, E. F. Klima and J. M. Nance",Effects of accelerated sea-level rise on coastal secondary production,In: Coastal wetlands,.,.,.,1991,.,H. S. Bolton (ed.),"American Society of Civil Engineers, New York"
891,55,Shrimp,White Shrimp ,Penaeus setiferus,"Zimmerman, R. J., T. J. Minello, M. C. Castiglione and D. L. Smith","The use of Juncus and Spartina marshes by fisheries species in Lavaca Bay, Texas, with reference to effects of floods.","NOAA Technical Memorandum, NMFS-SEFC-251",.,.,40 pp,1990,http://repositories.tdl.org/tamug-ir/handle/1969.3/24203,.,.
892,56,Shrimp,White Shrimp ,Penaeus setiferus,"Zimmerman, R. J. and T. J. Minello","Densities of Penaeus aztecus, Penaeus setiferus, and other natant macrofauna in a Texas salt marsh",Estuaries,7,4,421--433,1984,http://link.springer.com/article/10.2307/1351623,.,.
893,57,Shrimp,White Shrimp ,Penaeus setiferus,"Lyon, J. M. and C. J. Boudreaux","Movement of tagged white shrimp, Penaeus setiferus, in the northwestern Gulf of Mexico",Louisiana Department of Wildlife and Fisheries Technical Bulletin,39,.,32 pp,1983,.,.,.
894,58,Shrimp,White Shrimp ,Penaeus setiferus,.,"Nine years of unpublished data from Galveston Bay, TZ; these data are similar to those reported by Zimerman and Minello (1984)",.,.,.,.,.,.,.,.
895,59,Shrimp,White Shrimp ,Penaeus setiferus,"Zimmerman, R. J., T. J. Minello, M. C. Castiglione and D. L. Smith",Utilization of marsh and associated habitats along a salinity gradient in Galveston Bay,NOAA Technical Memorandum,NMFS-SEFC-250,.,68 pp,1990,.,.,.
896,60,Shrimp,White Shrimp ,Penaeus setiferus,"Zimmerman, R. J., T. J. Minello, T. J. Baumer and M. C. Castiglione",Oyster reef as habitat for estuarine macrofauna,"NOAA Technical Memorandum, NMFS-SEFC-246",.,.,16 pp,1989,http://repositories.tdl.org/tamug-ir/handle/1969.3/21562,.,.
897,61,Shrimp,White Shrimp ,Penaeus setiferus,"Minello, T. J., T. J. Zimmerman and P. Barrick",Experimental studies on selection for vegetative structure by penaeid shrimp,"NOAA Technical Memorandum, NMFS-SEFC-237",.,.,30 pp,1990,http://repositories.tdl.org/tamug-ir/handle/1969.3/20912,.,.
898,62,Shrimp,White Shrimp ,Penaeus setiferus,"Rogers, D. R., B. D. Rogers and W. H. Herke",Structural marsh management effects on coastal fishes and crustaceans,Environmental Management,18,3,351--369,1994,http://link.springer.com/article/10.1007/BF02393866,.,.
899,63,Shrimp,White Shrimp ,Penaeus setiferus,"Muncy, R. J",Species profiles: life histories and environmental requirements of coastal fishes and invertebrates (Gulf of Mexico) - white shrimp,"U.S. Fish and Wildlife Service, Biological Report",FWS/OBS-82/11.20,.,19 pp,1984,http://oai.dtic.mil/oai/oai?verb=getRecord&metadataPrefix=html&identifier=ADA162648,.,.
900,64,Shrimp,White Shrimp ,Penaeus setiferus,"Minello, T. J., J. W. Webb, R. J. Zimmerman, R. B. Wooten, J. L. Martinez, T. J. Baumer and M. C. Pattillo",Habitat availability and utilization by benthos and nekton in Hall's Lake and west Galveston bay.,"NOAA Technical Memorandum, NMFS-SEFC-275",.,.,10--37,1991,https://repositories.tdl.org/tamug-ir/handle/1969.3/21406,.,.
901,65,Shrimp,White Shrimp ,Penaeus setiferus,"Minello, T. J., R. J. Zimmerman and T. C. Czapla","Habitat-related differences in diets of small fishes in Lavaca Bay, Texas, 1985-1986","NOAA Technical Memorandum, NMFS-SEFC-236",.,.,1--16,1989,http://docs.lib.noaa.gov/noaa_documents/NMFS/SEFSC/TM_NMFS_SEFSC/NMFS_SEFSC_TM_236.pdf,.,.
902,66,Shrimp,White Shrimp ,Penaeus setiferus,"Diener, R. A., A. Inglis and G. B. Adams","Stomach contents of fishes from Clear Lake and tributary waters, a Texas estuarine area",Contributions in Marine Science,18,.,7--17,1974,http://repositories.tdl.org/tamug-ir/handle/1969.3/23158,.,.
903,67,Shrimp,White Shrimp ,Penaeus setiferus,"Darnell, R. M","Food habitat of fishes and larger invertebrates of Lake Ponchatrain, Louisiana, and estuarine community","Publications of the Institute of Marine Science, The University of Texas",5,.,353--416,1958,http://www.nativefishlab.net/library/textpdf/13943.pdf,.,.
904,68,Shrimp,White Shrimp ,Penaeus setiferus,"Overstreet, R. M. and R. W. Heard","Food of the red drum, Sciaenops ocellata, from Mississippi Sound",Gulf and Caribbean Research,6,2,131--135,1978,http://aquila.usm.edu/gcr/vol6/iss2/3/,.,.
905,69,Shrimp,White Shrimp ,Penaeus setiferus,"Overstreet, R. M. and R. W. Heard","Food of the Atlantic croaker, Micropogonias undulatus, from Mississippi Sound and the Gulf of Mexico",Gulf and Caribbean Research,6,2,145--152,1978,http://digitalcommons.unl.edu/parasitologyfacpubs/485/,.,.
906,70,Shrimp,White Shrimp ,Penaeus setiferus,"Farmer, C. H., III and J. D. Whitaker",Results of the overwintering white shrimp study: a report to the fisherman,"South Carolina Marine Resources Division Publication, Charleston, South Carolina",.,.,1--22,1978,.,.,.
907,71,Shrimp,White Shrimp ,Penaeus setiferus,"Kemp, R. J","Report on stomach analysis from June 1, 1949 through August 31, 1949","Texas Game, Fish, and Oyster Commission, Marine Laboratory Annual Report",.,.,116--117,1949,.,.,.
908,72,Shrimp,White Shrimp ,Penaeus setiferus,"Gunter, G",Studies of marine fishes of Texas,.,.,.,190 pp,1945,.,.,"Publications of the Institute of Marine Science, University of Texas"
909,73,Shrimp,White Shrimp ,Penaeus setiferus,"Miles, D. W",A study of the food habits of the fishes of the Aransas Bay area,"Texas Game, Fish, and Oyster Commission, Marine Laboratory Annual Report, 1948-1949",.,.,129--169,1949,.,.,.
910,74,Shrimp,White Shrimp ,Penaeus setiferus,"Kneib, R. T. and M. K. Knowlton",Stage-structured interactions between seasonal and permanent residents of an estuarine nekton community,Oecologia,103,4,425--434,1995,http://link.springer.com/article/10.1007/BF00328680,.,.
911,75,Shrimp,White Shrimp ,Penaeus setiferus,"Loesch, H","Distribution and growth of penaeid shrimp in Mobile Bay, Alabama",.,10,.,41--58,1965,.,.,"Publications of the Institute of Marine Science, University of Texas"
912,76,Shrimp,White Shrimp ,Penaeus setiferus,"Boothby, R. N. and J. W. Abault, Jr","Food habits, length-weight relationship, and condition factor of the red drum (Sciaenops ocellata) in southeastern Louisiana",Transactions of the American Fisheries Society,100,2,290--295,1971,http://www.tandfonline.com/doi/abs/10.1577/1548-8659(1971)100%3C290%3AFHLRAC%3E2.0.CO%3B2,.,.
913,77,Shrimp,White Shrimp ,Penaeus setiferus,"Stokes, G. M",Life history studies of southern flounder (Paralichthys lethostigma) and Gulf flounder (P. albigutta) in the Aransas Bay area of Texas.,"Texas Parks and Wildlife Department, Technical Series",25,.,37 pp,1977,http://repositories.tdl.org/tamug-ir/handle/1969.3/24687,.,.
914,78,Shrimp,White Shrimp ,Penaeus setiferus,"Martinez, E. X., J. M. Nance and R. J. Zimmerman",A simulation model to evaluate the ecological interactions among marine resources in the Gulf of Mexico and implications for bycatch management in the Gulf of Mexico shrimp trawl fishery,"In: Models and Mass Balance Calculations for the Gulf of Mexico, Proceedings of a workshop sponsored by the EPA and the Gulf of Mexico Program, April 2-4, New Orleans LA",.,.,.,.,.,.,.
915,79,Shrimp,White Shrimp ,Penaeus setiferus,"Rozas, L. P. and D. J. Reed",Comparing nekton assemblages of subtidal habitats in pipeline canals traversing brackish and saline marshes in coastal Louisiana,Wetlands,14,4,262--275,1994,http://link.springer.com/article/10.1007/BF03160632,.,.
916,80,Shrimp,White Shrimp ,Penaeus setiferus,"Martinez, E. X., J. M. Nance and R. J. Zimmerman",Executive Summary: A model for assessment of ecological interactions among living marine resources in the Gulf of Mexico: Implications for bycatch management and shrimp production,Report to the Gulf of Mexico Fishery Management Council,.,.,20 pp,1996,.,.,.
917,81,Shrimp,White Shrimp ,Penaeus setiferus,"Stoner, A. W",Feeding ecology of Lagodon rhomboides (pisces: sparidae): variation and functional responses,Fishery Bulletin,78,2,337--352,1980,.,.,.
918,82,Shrimp,White Shrimp ,Penaeus setiferus,"Christmas, J. Y. and D. J. Etzold",The shrimp fishery of the Gulf of Mexico United States: a regional management plan,Gulf Coast Research Laboratory Technical Report Series,2,1,125 pp,1977,.,.,.
919,83,Shrimp,White Shrimp ,Penaeus setiferus,"Zein-Eldin, Z. P. and G. W. Griffith",An appraisal of the effects of salinity and temperature on growth and survival of postlarval penaeids,FAO Fishery Report,57,3,1015--1026,1967,.,.,.
920,84,Shrimp,White Shrimp ,Penaeus setiferus,"Baxter, K. N. and W. C. Renfro","Seasonal occurrence and size distribution of postlarval brown and white shrimp near Galveston, Texas, with notes on species identification.",Fishery Bulletin,66,.,149--158,1967,http://repositories.tdl.org/tamug-ir/handle/1969.3/19196,.,.
921,85,Shrimp,White Shrimp ,Penaeus setiferus,"Overstreet, R. M. and R. W. Heard",Food content of six commercial fishes from Mississippi Sound,Gulf Research Reports,7,.,137--149,1982,http://aquila.usm.edu/cgi/viewcontent.cgi?article=1152&context=gcr,.,.
922,86,Shrimp,White Shrimp ,Penaeus setiferus,"Dahlberg, M. D. and F. G. Smith",Mortality of estuarine animals due to cold on the Georgia coast,Ecology,51,5,931--933,1970,http://onlinelibrary.wiley.com/doi/10.2307/1933994/full,.,.
923,87,Shrimp,White Shrimp ,Penaeus setiferus,"Williams, A. B",A survey of North Carolina shrimp nursery grounds,Journal of the Elisha Mitchell Science Society,71,.,200--207,1955b,.,.,.
924,88,Shrimp,White Shrimp ,Penaeus setiferus,"Hildebrand, H",A study of the fauna of the brown shrimp (Penaeus aztecus Ives) grounds in the western Gulf of Mexico.,.,3,.,233--366,1954,https://repositories.tdl.org/tamug-ir/handle/1969.3/20660,.,"Publications of the Institute of Marine Science, University of Texas"
925,89,Shrimp,White Shrimp ,Penaeus setiferus,"Matlock, G. C. and M. A. Garcia",Stomach contents of selected fishes from Texas bays,Contributions to Marine Science,26,.,95--110,1983,https://www.researchgate.net/publication/236593413_Stomach_contents_of_selected_fishes_from_Texas_bays,.,.
926,90,Shrimp,White Shrimp ,Penaeus setiferus,"Duronslet, M. J., J. M. Lyon and F. Marullo","Vertical distribution of postlarval brown, Penaeus aztecus, and white, P. setiferus, shrimp during immigration through a tidal pass",Transactions of the American Fisheries Society,101,4,748--752,1972,http://www.tandfonline.com/doi/abs/10.1577/1548-8659%281972%29101%3C748%3AVDOPBP%3E2.0.CO%3B2?journalCode=utaf20,.,.
927,91,Shrimp,White Shrimp ,Penaeus setiferus,"Hartman, R. D., C. F. Bryan and J. W. Korth",Community structure and dynamics of fishes in a Southeast Texas estuary,"US Fish and Wildlife Service, Albuquerque",.,.,116 pp,1987,.,.,.
928,92,Shrimp,White Shrimp ,Penaeus setiferus,"Perez-Farfante, I",Western Atlantic shrimps of the genus Penaeus,Fishery Bulletin,67,.,461--591,1969,https://repositories.tdl.org/tamug-ir/handle/1969.3/18940,.,.
929,93,Shrimp,White Shrimp ,Penaeus setiferus,"Pullen, E. J. and W. L. Trent","White shrimp emigration in relation to size, sex, temperature and salinity.",FAO Fisheries Report,57,.,1001--1013,1967,https://repositories.tdl.org/tamug-ir/handle/1969.3/20614,.,.
930,94,Shrimp,White Shrimp ,Penaeus setiferus,"Condrey, R. E., J. G. Gosselink and H. J. Bennett",Comparison of the assimilation of different diets by Penaeus setiferus and Penaeus aztecus,Fishery Bulletin,70,.,1281--1292,1972,.,.,.
931,95,Shrimp,White Shrimp ,Penaeus setiferus,"Hunter, J. and R. J. Feller",Immunological dietary analysis of two penaeid shrimp species from a South Carolina tidal creek,Journal of Experimental Marine Biology and Ecology,107,1,61--70,1987,http://www.sciencedirect.com/science/article/pii/0022098187901237,.,.
932,96,Shrimp,White Shrimp ,Penaeus setiferus,"Renaud, M. L","Detecting and avoiding oxygen deficient sea water by brown shrimp, Penaeus aztecus (Ives), and white shrimp Penaeus setiferus (Linnaeus)",Journal of Experimental Marine Biology and Ecology,98,3,283--292,1986,http://www.sciencedirect.com/science/article/pii/0022098186902182,.,.
933,97,Shrimp,White Shrimp ,Penaeus setiferus,"Renaud, M. L","Annotated bibliography on hypoxia and its effects on marine life, with emphasis on the Gulf of Mexico",NOAA Technical Report,21,.,9 pp,1985,http://aquaticcommons.org/2801/,.,.
934,98,Shrimp,White Shrimp ,Penaeus setiferus,"Renaud, M. L",Hypoxia in Louisiana coastal waters during 1983: Implications for fisheries.,Fishery Bulletin,84,1,19--26,1986,https://www.researchgate.net/publication/236628522_Hypoxia_In_Louisiana_Coastal_Waters_During_1983_-_Implications_For_Fisheries,.,.
935,99,Shrimp,White Shrimp ,Penaeus setiferus,"Browder, J. A",A simulation model of a near-shore marine ecosystem of the north-central Gulf of Mexico ,"In: Marine Ecosystem Modeling: Proceedings from a Workshop, April 6-8, Frederick, MD",.,.,181--221,1983,.,K. W. Turgeon (ed.),"NOAA report, August 1983, Washington, DC"
